_LINE,_FIVETRAN_SYNCED,QUARTER,LATITUDE,CUSTOMER_ID,GENDER,TECH_SUPPORT,SENIOR_CITIZEN,STREAMING_TV,ZIP_CODE,INTERNET_SERVICE,BIRTH_DATE,PAYMENT_METHOD,CHURN_REASON,PARTNER,DEVICE_PROTECTION,TOTAL_CHARGES,CHURN_LABEL,MULTIPLE_LINES,ONLINE_BACKUP,CITY,PAPERLESS_BILLING,LONGITUDE,MONTHLY_CHARGES,ONLINE_SECURITY,DEPENDENTS,PHONE_SERVICE,CLTV,STATE,COUNTRY_CODE,DATE_JOINED,STREAMING_MOVIES,CONTRACT,TENURE_MONTHS
501,2025-10-29 13:44:01.258 Z,2020Q2,-69175,3946-MHCZW,Male,No,No,No,40111,DSL,1971-06-19 00:00:00.000 Z,Mailed check,Attitude of support person,No,Yes,2799.5,Yes,No,No,Bandung,No,1076191,50.9,No,No,Yes,13997.5,Jawa Barat,ID,2020-06-25 00:00:00.000 Z,No,Month-to-month,55
5661,2025-10-29 13:44:01.932 Z,2022Q3,-69175,1078-TDCRN,Female,No,Yes,No,40111,DSL,1944-04-01 00:00:00.000 Z,Electronic check,,Yes,No,891.75,No,No phone service,Yes,Bandung,Yes,1076191,30.75,No,No,No,2675.25,Jawa Barat,ID,2022-07-30 00:00:00.000 Z,No,Month-to-month,29
2579,2025-10-29 13:44:01.605 Z,2022Q2,-12379,8584-KMVXD,Female,No,No,No,76113,Fiber optic,1976-06-03 00:00:00.000 Z,Electronic check,,No,No,2343.6,No,No,Yes,Balikpapan,No,1168523,75.6,No,No,Yes,7.03079999999999e+15,Kalimantan Timur,ID,2022-05-24 00:00:00.000 Z,No,Month-to-month,31
6648,2025-10-29 13:44:02.024 Z,2025Q2,-69667,3985-HOYPM,Male,No internet service,No,No internet service,50135,No,1960-02-26 00:00:00.000 Z,Mailed check,,No,No internet service,-77.6,No,No,No internet service,Semarang,No,1104167,19.4,No internet service,No,Yes,-77.6,Jawa Tengah,ID,2025-04-01 00:00:00.000 Z,No internet service,One year,-4
2468,2025-10-29 13:44:01.593 Z,2020Q1,-29909,5173-WXOQV,Male,Yes,No,No,30111,DSL,1975-05-23 00:00:00.000 Z,Mailed check,,Yes,No,3723.6,No,No,Yes,Palembang,Yes,1047567,64.2,No,No,Yes,18618,Sumatera Selatan,ID,2020-03-08 00:00:00.000 Z,Yes,Month-to-month,58
5230,2025-10-29 13:44:01.893 Z,2025Q1,-77956,9415-TPKRV,Female,No,No,No,55111,DSL,2004-04-08 00:00:00.000 Z,Electronic check,,Yes,No,-111.5,No,Yes,Yes,Yogyakarta,No,1103695,55.75,No,Yes,Yes,-111.5,DI Yogyakarta,ID,2025-02-24 00:00:00.000 Z,No,Month-to-month,-2
1798,2025-10-29 13:44:01.498 Z,2023Q1,-86705,7758-XKCBS,Male,Yes,No,No,80114,DSL,1970-04-25 00:00:00.000 Z,Electronic check,Competitor offered more data,No,No,683.1,Yes,No phone service,No,Denpasar,Yes,1152126,29.7,No,No,No,1366.2,Bali,ID,2023-01-12 00:00:00.000 Z,No,Month-to-month,23
5580,2025-10-29 13:44:01.923 Z,2022Q4,-86705,5429-LWCMV,Female,No,No,No,80114,Fiber optic,1970-10-31 00:00:00.000 Z,Electronic check,,No,No,2228.75,No,Yes,Yes,Denpasar,Yes,1152126,89.15,No,No,Yes,4457.5,Bali,ID,2022-12-11 00:00:00.000 Z,Yes,Month-to-month,25
3357,2025-10-29 13:44:01.702 Z,2023Q1,35952,0308-GIQJT,Male,Yes,Yes,Yes,20111,Fiber optic,1952-12-03 00:00:00.000 Z,Bank transfer (automatic),,No,No,2220.75,No,Yes,Yes,Medan,No,986722,105.75,No,No,Yes,4441.5,Sumatera Utara,ID,2023-03-15 00:00:00.000 Z,Yes,One year,21
6331,2025-10-29 13:44:01.996 Z,2022Q1,-69667,4458-KVRBJ,Male,No internet service,No,No internet service,50135,No,1999-05-14 00:00:00.000 Z,Mailed check,,No,No internet service,875,No,Yes,No internet service,Semarang,No,1104167,25,No internet service,No,Yes,2625,Jawa Tengah,ID,2022-02-15 00:00:00.000 Z,No internet service,Two year,35
43,2025-10-29 13:44:01.073 Z,2021Q3,-29909,2070-FNEXE,Female,No,Yes,No,30111,Fiber optic,1945-08-15 00:00:00.000 Z,Bank transfer (automatic),Lack of affordable download/upload speed,No,No,3134.45,Yes,No,No,Palembang,No,1047567,76.45,Yes,Yes,Yes,12537.8,Sumatera Selatan,ID,2021-08-07 00:00:00.000 Z,No,Month-to-month,41
919,2025-10-29 13:44:01.334 Z,2022Q2,-51477,9026-RNUJS,Male,No,Yes,No,90111,DSL,1955-01-17 00:00:00.000 Z,Electronic check,Product dissatisfaction,No,Yes,1611.2,Yes,No,No,Makassar,No,1194327,50.35,No,No,Yes,4833.6,Sulawesi Selatan,ID,2022-04-21 00:00:00.000 Z,No,Month-to-month,32
5651,2025-10-29 13:44:01.931 Z,2022Q4,-51477,3850-OKINF,Male,No,No,Yes,90111,DSL,1989-08-05 00:00:00.000 Z,Electronic check,,Yes,No,1655,No,Yes,No,Makassar,Yes,1194327,66.2,Yes,Yes,Yes,3310,Sulawesi Selatan,ID,2022-11-18 00:00:00.000 Z,No,One year,25
2805,2025-10-29 13:44:01.640 Z,2020Q1,-12379,8780-IHCRN,Male,No internet service,No,No internet service,76113,No,1983-06-20 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,1429.7,No,Yes,No internet service,Balikpapan,No,1168523,24.65,No internet service,Yes,Yes,7148.5,Kalimantan Timur,ID,2020-03-10 00:00:00.000 Z,No internet service,Two year,58
1737,2025-10-29 13:44:01.494 Z,2022Q2,-29909,2856-HYAPG,Female,No,No,No,30111,Fiber optic,2004-06-13 00:00:00.000 Z,Electronic check,Price too high,No,No,2128.15,Yes,No,No,Palembang,No,1047567,68.65,No,No,Yes,6.38445e+15,Sumatera Selatan,ID,2022-06-07 00:00:00.000 Z,No,Month-to-month,31
4772,2025-10-29 13:44:01.846 Z,2022Q1,-29909,8720-RQSBJ,Male,No,Yes,No,30111,DSL,1956-04-19 00:00:00.000 Z,Electronic check,,No,No,1496,No,No,No,Palembang,No,1047567,44,No,No,Yes,4488,Sumatera Selatan,ID,2022-03-01 00:00:00.000 Z,No,Month-to-month,34
151,2025-10-29 13:44:01.139 Z,2020Q1,-72575,1009-IRMNA,Female,No internet service,No,No internet service,60119,No,1970-01-08 00:00:00.000 Z,Bank transfer (automatic),Competitor offered more data,No,No internet service,1180,Yes,No,No internet service,Surabaya,No,1127521,20,No internet service,No,Yes,5900,Jawa Timur,ID,2020-02-01 00:00:00.000 Z,No internet service,Month-to-month,59
6011,2025-10-29 13:44:01.967 Z,2022Q3,-77956,9334-GWGOW,Male,No,Yes,No,55111,Fiber optic,1943-07-25 00:00:00.000 Z,Electronic check,,Yes,No,2170.65,No,Yes,No,Yogyakarta,Yes,1103695,74.85,No,No,Yes,6.51195e+15,DI Yogyakarta,ID,2022-07-23 00:00:00.000 Z,No,Month-to-month,29
3445,2025-10-29 13:44:01.712 Z,2022Q3,-29909,1391-UBDAR,Male,No,No,No,30111,Fiber optic,2003-12-05 00:00:00.000 Z,Electronic check,,No,Yes,2041.2,No,No,No,Palembang,No,1047567,72.9,No,No,Yes,6123.6,Sumatera Selatan,ID,2022-08-29 00:00:00.000 Z,No,Month-to-month,28
1380,2025-10-29 13:44:01.423 Z,2024Q1,-12379,9530-EHPOH,Male,No,No,No,76113,DSL,1975-02-01 00:00:00.000 Z,Electronic check,Competitor had better devices,No,Yes,591.25,Yes,Yes,No,Balikpapan,No,1168523,53.75,No,No,Yes,591.25,Kalimantan Timur,ID,2024-01-14 00:00:00.000 Z,No,Month-to-month,11
2128,2025-10-29 13:44:01.553 Z,2024Q3,35952,4654-DLAMQ,Female,No,Yes,No,20111,Fiber optic,1935-06-11 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,388,No,No,Yes,Medan,No,986722,97,Yes,No,Yes,388,Sumatera Utara,ID,2024-08-25 00:00:00.000 Z,Yes,One year,4
2158,2025-10-29 13:44:01.555 Z,2020Q3,-69175,3597-MVHJT,Female,No,No,Yes,40111,Fiber optic,1976-04-02 00:00:00.000 Z,Bank transfer (automatic),,No,No,5162.4,No,Yes,No,Bandung,Yes,1076191,95.6,No,No,Yes,25812,Jawa Barat,ID,2020-07-21 00:00:00.000 Z,Yes,Month-to-month,54
599,2025-10-29 13:44:01.274 Z,2021Q1,-77956,3571-RFHAR,Male,Yes,No,Yes,55111,Fiber optic,2000-10-10 00:00:00.000 Z,Electronic check,Attitude of support person,No,Yes,5239.2,Yes,Yes,Yes,Yogyakarta,Yes,1103695,109.15,No,No,Yes,20956.8,DI Yogyakarta,ID,2021-01-12 00:00:00.000 Z,Yes,Month-to-month,48
6530,2025-10-29 13:44:02.014 Z,2023Q3,35952,7798-JVXYM,Female,Yes,No,Yes,20111,DSL,1977-09-27 00:00:00.000 Z,Electronic check,,No,No,1184.05,No,No,No,Medan,Yes,986722,69.65,No,No,Yes,2368.1,Sumatera Utara,ID,2023-08-05 00:00:00.000 Z,Yes,Month-to-month,17
4452,2025-10-29 13:44:01.816 Z,2020Q3,-29909,5201-FRKKS,Male,No,No,No,30111,Fiber optic,1973-06-12 00:00:00.000 Z,Bank transfer (automatic),,No,No,3863.6,No,No,No,Palembang,No,1047567,74.3,Yes,No,Yes,19318,Sumatera Selatan,ID,2020-09-12 00:00:00.000 Z,No,Month-to-month,52
1697,2025-10-29 13:44:01.479 Z,2025Q1,-12379,2079-FBMZK,Female,No,No,No,76113,Fiber optic,2003-04-04 00:00:00.000 Z,Mailed check,Competitor made better offer,No,No,-207.75,Yes,No,No,Balikpapan,Yes,1168523,69.25,No,No,Yes,-207.75,Kalimantan Timur,ID,2025-03-10 00:00:00.000 Z,No,Month-to-month,-3
5550,2025-10-29 13:44:01.922 Z,2020Q4,-77956,4647-XXZAM,Female,No,No,No,55111,DSL,2004-10-11 00:00:00.000 Z,Mailed check,,Yes,No,2320.5,No,No,No,Yogyakarta,No,1103695,45.5,No,Yes,Yes,11602.5,DI Yogyakarta,ID,2020-10-12 00:00:00.000 Z,No,Month-to-month,51
4024,2025-10-29 13:44:01.775 Z,2021Q4,-86705,2761-XECQW,Male,No,Yes,No,80114,DSL,1939-04-01 00:00:00.000 Z,Mailed check,,Yes,Yes,1603.95,No,No phone service,Yes,Denpasar,Yes,1152126,43.35,No,No,No,4811.85,Bali,ID,2021-11-27 00:00:00.000 Z,Yes,Month-to-month,37
6432,2025-10-29 13:44:02.006 Z,2025Q3,-69175,1090-PYKCI,Female,Yes,No,Yes,40111,Fiber optic,1979-03-04 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,-735.7,No,Yes,Yes,Bandung,Yes,1076191,105.1,Yes,Yes,Yes,-735.7,Jawa Barat,ID,2025-07-03 00:00:00.000 Z,No,One year,-7
4105,2025-10-29 13:44:01.784 Z,2022Q3,-69175,0238-WHBIQ,Male,Yes,No,Yes,40111,DSL,1993-12-15 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,2601.3,No,Yes,Yes,Bandung,No,1076191,89.7,Yes,Yes,Yes,7.8039e+15,Jawa Barat,ID,2022-07-24 00:00:00.000 Z,Yes,Two year,29
4223,2025-10-29 13:44:01.796 Z,2021Q1,-86705,3745-HRPHI,Male,Yes,No,Yes,80114,DSL,2003-11-19 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,2459.25,No,No phone service,No,Denpasar,No,1152126,54.65,No,Yes,No,9837,Bali,ID,2021-03-30 00:00:00.000 Z,Yes,Two year,45
370,2025-10-29 13:44:01.219 Z,2023Q1,-77956,5419-CONWX,Female,No,Yes,Yes,55111,Fiber optic,1944-12-22 00:00:00.000 Z,Credit card (automatic),Competitor offered more data,No,Yes,2295.4,Yes,No,Yes,Yogyakarta,Yes,1103695,99.8,No,No,Yes,4590.8,DI Yogyakarta,ID,2023-01-12 00:00:00.000 Z,Yes,Month-to-month,23
3684,2025-10-29 13:44:01.739 Z,2023Q4,-29909,5968-HYJRZ,Male,No internet service,No,No internet service,30111,No,1999-06-11 00:00:00.000 Z,Mailed check,,Yes,No internet service,319.15,No,Yes,No internet service,Palembang,No,1047567,24.55,No internet service,Yes,Yes,319.15,Sumatera Selatan,ID,2023-11-28 00:00:00.000 Z,No internet service,Two year,13
4812,2025-10-29 13:44:01.853 Z,2021Q2,-69175,0420-HLGXF,Female,No,Yes,Yes,40111,Fiber optic,1955-02-25 00:00:00.000 Z,Electronic check,,No,Yes,4488.75,No,Yes,No,Bandung,Yes,1076191,99.75,No,No,Yes,17955,Jawa Barat,ID,2021-04-04 00:00:00.000 Z,Yes,Month-to-month,45
282,2025-10-29 13:44:01.192 Z,2020Q4,-77956,0655-RBDUG,Male,No,No,Yes,55111,Fiber optic,1976-12-03 00:00:00.000 Z,Bank transfer (automatic),Competitor offered more data,No,Yes,4706.4,Yes,Yes,No,Yogyakarta,Yes,1103695,98.05,No,No,Yes,18825.6,DI Yogyakarta,ID,2020-12-25 00:00:00.000 Z,Yes,Month-to-month,48
1599,2025-10-29 13:44:01.471 Z,2024Q2,-69175,6338-AVWCY,Male,No,No,Yes,40111,DSL,1992-02-23 00:00:00.000 Z,Mailed check,Lack of self-service on Website,No,Yes,281.05,Yes,No phone service,No,Bandung,Yes,1076191,40.15,No,No,No,281.05,Jawa Barat,ID,2024-05-08 00:00:00.000 Z,No,Month-to-month,7
639,2025-10-29 13:44:01.278 Z,2020Q2,-62088,5908-QMGOE,Male,No,Yes,No,10110,Fiber optic,1946-01-24 00:00:00.000 Z,Credit card (automatic),Lack of self-service on Website,No,No,4081,Yes,Yes,No,Jakarta,Yes,1068456,74.2,No,No,Yes,20405,DKI Jakarta,ID,2020-06-14 00:00:00.000 Z,No,Month-to-month,55
3573,2025-10-29 13:44:01.724 Z,2022Q4,-12379,9367-OIUXP,Male,No internet service,No,No internet service,76113,No,1988-06-24 00:00:00.000 Z,Mailed check,,No,No internet service,496.8,No,No,No internet service,Balikpapan,No,1168523,20.7,No internet service,No,Yes,993.6,Kalimantan Timur,ID,2022-12-19 00:00:00.000 Z,No internet service,Month-to-month,24
690,2025-10-29 13:44:01.284 Z,2025Q1,-77956,2011-TRQYE,Male,No,No,No,55111,DSL,1975-08-14 00:00:00.000 Z,Credit card (automatic),Product dissatisfaction,No,Yes,-100.5,Yes,No phone service,Yes,Yogyakarta,Yes,1103695,33.5,No,No,No,-100.5,DI Yogyakarta,ID,2025-03-25 00:00:00.000 Z,No,Month-to-month,-3
6230,2025-10-29 13:44:01.987 Z,2025Q3,35952,1840-BIUOG,Male,Yes,No,Yes,20111,DSL,1988-09-14 00:00:00.000 Z,Electronic check,,No,No,-480.9,No,Yes,Yes,Medan,Yes,986722,68.7,No,No,Yes,-480.9,Sumatera Utara,ID,2025-07-29 00:00:00.000 Z,No,One year,-7
5590,2025-10-29 13:44:01.923 Z,2024Q2,-86705,7252-NTGSS,Female,No,No,No,80114,DSL,1963-03-08 00:00:00.000 Z,Mailed check,,No,No,316.05,No,No,No,Denpasar,No,1152126,45.15,No,No,Yes,316.05,Bali,ID,2024-05-25 00:00:00.000 Z,No,Month-to-month,7
959,2025-10-29 13:44:01.338 Z,2020Q4,35952,1723-HKXJQ,Male,No,No,Yes,20111,Fiber optic,1998-11-12 00:00:00.000 Z,Electronic check,Don't know,No,No,4985.75,Yes,Yes,Yes,Medan,Yes,986722,101.75,No,No,Yes,19943,Sumatera Utara,ID,2020-12-02 00:00:00.000 Z,Yes,Month-to-month,49
801,2025-10-29 13:44:01.311 Z,2021Q1,-69175,2858-MOFSQ,Female,No,No,No,40111,DSL,1982-08-11 00:00:00.000 Z,Mailed check,Price too high,No,Yes,2569.1,Yes,Yes,No,Bandung,Yes,1076191,55.85,No,No,Yes,10276.4,Jawa Barat,ID,2021-02-21 00:00:00.000 Z,No,One year,46
5422,2025-10-29 13:44:01.912 Z,2023Q1,35952,7814-LEEVE,Female,No internet service,No,No internet service,20111,No,1971-08-14 00:00:00.000 Z,Bank transfer (automatic),,Yes,No internet service,426.3,No,No,No internet service,Medan,Yes,986722,20.3,No internet service,No,Yes,852.6,Sumatera Utara,ID,2023-03-14 00:00:00.000 Z,No internet service,Month-to-month,21
6240,2025-10-29 13:44:01.987 Z,2021Q3,-62088,9711-FJTBX,Male,Yes,No,No,10110,Fiber optic,1974-10-04 00:00:00.000 Z,Mailed check,,Yes,Yes,3519.85,No,No,Yes,Jakarta,Yes,1068456,85.85,No,Yes,Yes,14079.4,DKI Jakarta,ID,2021-08-17 00:00:00.000 Z,No,One year,41
6200,2025-10-29 13:44:01.986 Z,2024Q1,-69667,4316-XCSLJ,Male,No,No,No,50135,DSL,1975-04-07 00:00:00.000 Z,Mailed check,,No,No,452.7,No,No,No,Semarang,Yes,1104167,50.3,Yes,Yes,Yes,452.7,Jawa Tengah,ID,2024-03-29 00:00:00.000 Z,No,Month-to-month,9
1478,2025-10-29 13:44:01.443 Z,2024Q1,-69175,1794-HBQTJ,Female,No,No,No,40111,DSL,1984-04-22 00:00:00.000 Z,Credit card (automatic),Poor expertise of phone support,No,No,486,Yes,No,No,Bandung,Yes,1076191,48.6,Yes,No,Yes,486,Jawa Barat,ID,2024-03-01 00:00:00.000 Z,No,Month-to-month,10
2707,2025-10-29 13:44:01.630 Z,2025Q2,-69175,1779-PWPMG,Female,Yes,Yes,Yes,40111,Fiber optic,1937-05-24 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,-458.6,No,Yes,Yes,Bandung,Yes,1076191,114.65,Yes,No,Yes,-458.6,Jawa Barat,ID,2025-04-06 00:00:00.000 Z,Yes,Two year,-4
6560,2025-10-29 13:44:02.015 Z,2021Q2,-62088,1302-TPUBN,Male,No internet service,No,No internet service,10110,No,2005-10-16 00:00:00.000 Z,Bank transfer (automatic),,No,No internet service,870.75,No,No,No internet service,Jakarta,No,1068456,19.35,No internet service,No,Yes,3483,DKI Jakarta,ID,2021-04-04 00:00:00.000 Z,No internet service,Two year,45
3566,2025-10-29 13:44:01.723 Z,2023Q2,35952,5414-OFQCB,Male,Yes,No,Yes,20111,Fiber optic,1971-10-06 00:00:00.000 Z,Credit card (automatic),,No,No,1628.1,No,Yes,No,Medan,Yes,986722,90.45,No,No,Yes,3256.2,Sumatera Utara,ID,2023-06-30 00:00:00.000 Z,No,Two year,18
1929,2025-10-29 13:44:01.520 Z,2025Q2,-77956,3887-PBQAO,Female,No internet service,No,No internet service,55111,No,1985-10-30 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,-103.6,No,Yes,No internet service,Yogyakarta,Yes,1103695,25.9,No internet service,No,Yes,-103.6,DI Yogyakarta,ID,2025-04-20 00:00:00.000 Z,No internet service,One year,-4
1569,2025-10-29 13:44:01.457 Z,2021Q4,-69175,7240-ETPTR,Female,No,No,Yes,40111,DSL,1995-11-05 00:00:00.000 Z,Electronic check,Lack of affordable download/upload speed,Yes,Yes,1803.75,Yes,No phone service,No,Bandung,Yes,1076191,48.75,No,No,No,5411.25,Jawa Barat,ID,2021-12-04 00:00:00.000 Z,Yes,Month-to-month,37
3263,2025-10-29 13:44:01.692 Z,2020Q4,-29909,8069-YQQAJ,Male,No,No,No,30111,DSL,1990-01-20 00:00:00.000 Z,Mailed check,,No,No,1523.9,No,No phone service,Yes,Palembang,Yes,1047567,31.1,No,No,No,6095.6,Sumatera Selatan,ID,2020-11-23 00:00:00.000 Z,No,Month-to-month,49
3805,2025-10-29 13:44:01.755 Z,2022Q4,-62088,1069-QJOEE,Male,No internet service,No,No internet service,10110,No,1986-12-08 00:00:00.000 Z,Electronic check,,Yes,No internet service,477.6,No,No,No internet service,Jakarta,No,1068456,19.9,No internet service,Yes,Yes,955.2,DKI Jakarta,ID,2022-12-18 00:00:00.000 Z,No internet service,One year,24
2010,2025-10-29 13:44:01.536 Z,2022Q4,-77956,8017-UVSZU,Female,No,No,No,55111,DSL,1993-05-21 00:00:00.000 Z,Credit card (automatic),,Yes,No,1415,No,Yes,Yes,Yogyakarta,No,1103695,56.6,No,No,Yes,2830,DI Yogyakarta,ID,2022-12-11 00:00:00.000 Z,No,Month-to-month,25
407,2025-10-29 13:44:01.235 Z,2020Q4,-69175,9651-GTSAQ,Female,No,No,Yes,40111,Fiber optic,1982-12-22 00:00:00.000 Z,Bank transfer (automatic),Attitude of support person,Yes,Yes,5198.9,Yes,No,Yes,Bandung,Yes,1076191,106.1,Yes,No,Yes,20795.6,Jawa Barat,ID,2020-12-06 00:00:00.000 Z,Yes,One year,49
1818,2025-10-29 13:44:01.509 Z,2020Q1,35952,0295-PPHDO,Male,No,No,Yes,20111,Fiber optic,2002-10-21 00:00:00.000 Z,Electronic check,Attitude of support person,No,No,5536.1,Yes,Yes,No,Medan,Yes,986722,95.45,No,No,Yes,27680.5,Sumatera Utara,ID,2020-02-27 00:00:00.000 Z,Yes,Month-to-month,58
6375,2025-10-29 13:44:01.998 Z,2020Q4,-72575,7337-CINUD,Female,No internet service,No,No internet service,60119,No,2002-02-24 00:00:00.000 Z,Bank transfer (automatic),,Yes,No internet service,955.5,No,No,No internet service,Surabaya,No,1127521,19.5,No internet service,Yes,Yes,3822,Jawa Timur,ID,2020-12-16 00:00:00.000 Z,No internet service,Two year,49
4280,2025-10-29 13:44:01.798 Z,2022Q1,-69667,2378-YIZKA,Female,Yes,No,Yes,50135,DSL,1989-02-27 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,2890,No,No,Yes,Semarang,Yes,1104167,85,Yes,Yes,Yes,8670,Jawa Tengah,ID,2022-03-02 00:00:00.000 Z,Yes,Two year,34
87,2025-10-29 13:44:01.096 Z,2025Q3,-69667,6680-NENYN,Female,No,No,Yes,50135,Fiber optic,1964-12-28 00:00:00.000 Z,Electronic check,Lack of self-service on Website,No,Yes,-941.4,Yes,Yes,Yes,Semarang,Yes,1104167,104.6,No,No,Yes,-941.4,Jawa Tengah,ID,2025-09-13 00:00:00.000 Z,Yes,Two year,-9
5772,2025-10-29 13:44:01.941 Z,2024Q3,-77956,3642-GKTCT,Female,Yes,No,Yes,55111,Fiber optic,1967-05-23 00:00:00.000 Z,Mailed check,,No,Yes,460.4,No,Yes,Yes,Yogyakarta,Yes,1103695,115.1,Yes,No,Yes,460.4,DI Yogyakarta,ID,2024-08-30 00:00:00.000 Z,Yes,One year,4
6311,2025-10-29 13:44:01.996 Z,2021Q1,-69175,3363-EWLGO,Female,No internet service,No,No internet service,40111,No,2006-01-13 00:00:00.000 Z,Mailed check,,No,No internet service,917.7,No,No,No internet service,Bandung,No,1076191,19.95,No internet service,No,Yes,3670.8,Jawa Barat,ID,2021-02-22 00:00:00.000 Z,No internet service,Month-to-month,46
3849,2025-10-29 13:44:01.757 Z,2024Q1,-51477,6997-UVGOX,Male,Yes,No,Yes,90111,DSL,1981-12-27 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,939.95,No,No,Yes,Makassar,No,1194327,85.45,Yes,Yes,Yes,939.95,Sulawesi Selatan,ID,2024-01-22 00:00:00.000 Z,Yes,Two year,11
1104,2025-10-29 13:44:01.372 Z,2020Q3,-69667,3683-QKIUE,Female,Yes,No,No,50135,DSL,1987-05-08 00:00:00.000 Z,Bank transfer (automatic),Competitor offered higher download speeds,No,No,2692.4,Yes,No,No,Semarang,Yes,1104167,50.8,No,No,Yes,13462,Jawa Tengah,ID,2020-07-26 00:00:00.000 Z,No,Month-to-month,53
4580,2025-10-29 13:44:01.827 Z,2024Q2,-86705,1353-GHZOS,Male,No,No,Yes,80114,DSL,1988-11-06 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,358.5,No,No,No,Denpasar,Yes,1152126,59.75,Yes,No,Yes,358.5,Bali,ID,2024-06-19 00:00:00.000 Z,No,One year,6
3374,2025-10-29 13:44:01.702 Z,2022Q4,-62088,1170-SASML,Female,No,No,No,10110,Fiber optic,1974-04-07 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,2220.4,No,Yes,Yes,Jakarta,Yes,1068456,85.4,No,No,Yes,4440.8,DKI Jakarta,ID,2022-11-03 00:00:00.000 Z,No,Month-to-month,26
4866,2025-10-29 13:44:01.855 Z,2025Q3,-72575,3423-HHXAO,Female,No internet service,No,No internet service,60119,No,1964-10-10 00:00:00.000 Z,Mailed check,,Yes,No internet service,-175.5,No,No,No internet service,Surabaya,Yes,1127521,19.5,No internet service,Yes,Yes,-175.5,Jawa Timur,ID,2025-09-04 00:00:00.000 Z,No internet service,One year,-9
6136,2025-10-29 13:44:01.977 Z,2023Q4,-29909,8571-ZCMCX,Female,No,No,Yes,30111,DSL,1974-08-27 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,840,No,No phone service,Yes,Palembang,Yes,1047567,60,Yes,Yes,No,840,Sumatera Selatan,ID,2023-10-22 00:00:00.000 Z,Yes,Two year,14
4435,2025-10-29 13:44:01.816 Z,2025Q3,-69175,3982-DQLUS,Male,No,Yes,No,40111,Fiber optic,1954-02-17 00:00:00.000 Z,Electronic check,,Yes,No,-771.75,No,Yes,Yes,Bandung,Yes,1076191,85.75,Yes,Yes,Yes,-771.75,Jawa Barat,ID,2025-09-08 00:00:00.000 Z,No,Month-to-month,-9
2357,2025-10-29 13:44:01.577 Z,2020Q4,-29909,5845-BZZIB,Male,No internet service,No,No internet service,30111,No,1967-06-01 00:00:00.000 Z,Mailed check,,Yes,No internet service,1005,No,No,No internet service,Palembang,No,1047567,20.1,No internet service,Yes,Yes,4020,Sumatera Selatan,ID,2020-10-26 00:00:00.000 Z,No internet service,Two year,50
1343,2025-10-29 13:44:01.419 Z,2022Q1,35952,4759-TRPLW,Male,No,No,No,20111,Fiber optic,2002-01-09 00:00:00.000 Z,Electronic check,Competitor had better devices,No,No,2534.4,Yes,No,No,Medan,No,986722,70.4,No,No,Yes,7.6032e+15,Sumatera Utara,ID,2022-01-15 00:00:00.000 Z,No,Month-to-month,36
5927,2025-10-29 13:44:01.958 Z,2022Q2,-69667,6010-DDPPW,Male,No internet service,No,No internet service,50135,No,2003-02-12 00:00:00.000 Z,Bank transfer (automatic),,Yes,No internet service,754.5,No,Yes,No internet service,Semarang,No,1104167,25.15,No internet service,No,Yes,2263.5,Jawa Tengah,ID,2022-06-27 00:00:00.000 Z,No internet service,Two year,30
3960,2025-10-29 13:44:01.767 Z,2025Q2,-69667,5993-JSUWV,Female,No,No,No,50135,DSL,1964-01-25 00:00:00.000 Z,Bank transfer (automatic),,No,Yes,-244.6,No,No,Yes,Semarang,Yes,1104167,61.15,Yes,No,Yes,-244.6,Jawa Tengah,ID,2025-04-14 00:00:00.000 Z,No,Two year,-4
6786,2025-10-29 13:44:02.034 Z,2021Q1,-29909,4670-TABXH,Male,Yes,No,Yes,30111,Fiber optic,1985-08-31 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,5268,No,Yes,Yes,Palembang,Yes,1047567,109.75,No,No,Yes,21072,Sumatera Selatan,ID,2021-01-20 00:00:00.000 Z,Yes,Two year,48
3913,2025-10-29 13:44:01.765 Z,2022Q3,-62088,1229-RCALF,Female,Yes,No,Yes,10110,Fiber optic,1993-12-03 00:00:00.000 Z,Electronic check,,Yes,Yes,3335,No,Yes,Yes,Jakarta,Yes,1068456,115,Yes,No,Yes,10005,DKI Jakarta,ID,2022-08-14 00:00:00.000 Z,Yes,One year,29
3738,2025-10-29 13:44:01.747 Z,2025Q3,-77956,0722-SVSFK,Female,Yes,No,Yes,55111,Fiber optic,1976-08-16 00:00:00.000 Z,Electronic check,,No,Yes,-702.8,No,No,No,Yogyakarta,Yes,1103695,100.4,No,No,Yes,-702.8,DI Yogyakarta,ID,2025-07-13 00:00:00.000 Z,Yes,Month-to-month,-7
